text,parent_text,tox_codes_oc,label_oc,tox_codes_ic,label_ic
"Done. By the way, you might want to check out WP:CPM - ","Never mind, silly me. Found the page in your contribs. It'll be fixed in a moment. - ",[0. 0. 0.],0,[0. 0. 0.],0
" A bunch of fag jokes is not much indication of anything. Most gay people, myself included, treat the word as a pejorative. -  ","Speculative, yes, but four acts of gay-related (but hardly unique to this page) vandalism in seven minutes after his sexuality has been confirmed on the page?  I move for semi-protected. ",[0.  1.  1.  1.  0.  0.5],1,[1. 1. 0. 1. 1. 1.],1
"He must be a Gheg Albanian, or have a speech impediment. By the way, you probably shouldn't be compromising people's identities on the Internet. You never know who could be watching. ··",What do you want me to say about the Aborigines? That they're fine and dandy? They aren't. And the guy is more fluent than this Athenian I know. Poor kid renders /r/ as /ɹ/. '''''',[1. 0. 0.],0,[0. 1. 1.],1
"ACK! But last I heard, the gnomes were allied with my mortal enemy, the Kittehmaster! You're one of those ""rebels"", I hope... And, by the way, you are in sole possession of 5th place now. XD '''  '''","Saw your edit summary. Actually, it should be ""result ''of'' this action."" ^^ You should have known what you would get once you started a conversation with a gnome. ;) — •••'''R''')",[0. 0. 0.],0,[0. 0. 0.],0
Please read this page  , Yes here I am - an IDIOT - talking - while smart people like Pmanderson are changing conventions up to their liking! What's there to talk about??? Tell me - what is this?  ???  ,[0. 0. 0.],0,[0.  0.5 0. ],0
I had no idea you were involved in such awesomeness. I envy the hell out of you. ,'Tis (this is a ''nom de wiki'' ;) ).  ,[0. 0. 1.],0,[0. 1. 1.],1
My ass. ;) ,You pick the place and I'll choose the time –  ,[1. 1. 1.],1,[1. 1. 1.],1
Personaly i like the flags partialy for the reason that most of the drivers use the flage of there home state or home country in some cases ,"As I said, I'm certainly not going to edit-war over it. We can agree to disagree. It's not like you said ""Kasey Kahne sucks"" or anything important. ;) ",[0. 0. 0.],0,[0.  0.5 1. ],0
GRassy ass... ..,"Just FYI, his next target is now User:Baseball Bugs. ..''  ''",[1. 1. 1.],1,[1. 1. 1.],1
"LOL, I was thinking they look a little like those censor bars you see in government released documents where they mark out all to good parts P    '''·''' ","Cool. I'm just noticing how weird these squares are: ■. It looks like something you'd bleep out a swear with. STUP■D, D■MB, MEAN■E HE■D. D  —  ■■",[0. 0. 0.],0,[0. 0. 0.],0
"Heh... no, thanks D I'm not in that list, somehow.   ",The minnow just jumped out at me. Perhaps you would be reconciled with a catfish? And look how many users have been whacked - you're not alone. D — ••),[0. 0. 0.],0,[0. 0. 0.],0
"Which brings us back to the deleted section mentioned above, the Tageszeitung is a RS. ","I disagree. It was an answer, that's why I copy and paste from my reply above: ''We need a WP:RS to verify unequivocally he was gay.'' i.e. the Times of London reporting: ""Haider was gay"".  ",[0. 0. 0.],0,[0. 0. 1.],0
"You're quite correct, it should have been directed at M5891.
And thanks for fixing those typos. And thanks for discussing like a civilized human being, on the talk page.  ","I'm not sure what this is in reference to, so I'll assume it was intended for M5891. I'm not complaining about your changes; in fact, I haven't been monitoring the article.  ",[0. 0. 0.],0,[0. 0. 0.],0
What are you talking about?  Davis said that she didn't know. ,"Earlier this week, I, along with millions of others watching David Letterman, heard Kristin Davis discuss Cynthia Nixon's current lesbian involvement in great detail. - ",[0. 0. 0.],0,[0. 1. 0.],0
"I share your guess. I did some googlebooks browsing and found a reference, but nothing about his sexuality per se. ",My guess is he is gay or bi but someone else will have to dig - Google books pulls at least thirty ghits which should help. ,[0. 0. 0.],0,[0. 0. 0.],0
Calm down ... the section you point to refers to the first mention of the term being disambiguated not to subsequent redlinks after a bluelink. But if you want to change it back please do so.  ,"You made that ridiculous assumption because you so chose to, not because it was an honest mistake. Does it not occur to you that it was a red link which met the requirements of MOS:DABRL?   • ",[0. 0. 0.],0,[1. 1. 0.],1
"RedSpruce, please tell me, I do so want to understand, what the fuck are you thinking?  ",Wikipedia:Administrators' noticeboard/Incidents#Admin Gwen Gale abusing admin tools  ,[1. 1. 1.],1,[1. 1. 1.],1
"dude im serious. unprotect it. this is not some game, do not fuck around",You're funny. )  ,[1. 1. 1.],1,[1. 1. 1.],1
"I highly suggest that you stop talking. It's AFD and I can come up with any reason I want to, even if people will agree with it or not. ","Well, verifiability is one of the guiding policies of Wikipedia, so I highly suggest you find other reasons to keep the article other than ""there might be something in that article.""   ",[1. 0. 0.],0,[1. 1. 1.],1
"I highly doubt there is anyone left at this stage who ""doesn't know"" about this... ➨  ) / ",It is no longer current news. ,[0. 1. 0.],0,[0. 0. 0.],0
"Please, can't you see the lack of objectivity in that statement? It's an edit war because you refuse to see both sides of the argument.  ", This is degenerating into an edit war. I don't understand why. Please act in good faith. The language you are inserting is inferior. ,[0. 0. 1.],0,[1.  0.5 0. ],0
"@ Pianista: freakin' dumb, I was ''sure'' that you wouldn't have a comeback....
@ Chamal: I'll be honest; I'm jealous.
""High-profile""? Getting a little cocky, aren't we? —'''   / '''","You  me to stalk you. That makes me an authorized stalker of this page. *Proudly displays the
Authorized Stalker badge*  ",[1. 1. 1.],1,[1. 1. 1.],1
I went there and can't see anything....maybe I'm being daft.  ,"I've also repaired vandalism on the Tom Gabel article by one of the individuals . I don't think it's ""organized"" per say, but the individuals are commenters on punknews.org.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Ohh, well then, tsk tsk. What a shame! Lolz —'''''' /  (2102 uıןɐd)","Hah, well, I'd like to take credit for that, but Dweller is the one who came up with it. Thanks, though. ",[0.  0.5 0. ],0,[0. 0. 0.],0
"I can put the signature there, but how do I put the time of the signature on it?  '''''']",All I want you to do now is call me an idiot.  ''''''],[0. 0. 0.],0,[0.5 0.  0. ],0
"Wikipedia is not your personally soapbox, so the hurtful truth is, nobody cares what YOU think. Back up your edits with substance, reason and unbiasedness.  '''Миборовский''' |||E","We don't care what you personally think. All you have to do is to prove your claim so that everyone agrees, or to withdraw it. ",[1. 1.],1,[1. 1. 1.],1
I thought Obongo was his half-brother or something... []," Obongo? WTF is ""Obongo""...?  ",[0. 0. 0.],0,[0. 0. 1.],0
And I'm not? D D D D —'''   / ''',"Well... Good night then! I do hope you sleep well, you most amazing idiot my second-dearest love. You'll never beat Rafal in that aspect...''so'' everything a woman can ask for... — ••)'''",[0. 0. 0.],0,[0. 0. 1.],0
"The sources below, and this is just a start, refer to them as ""his mahatmas"". They don't call them ""BBJ's mahatmas"".   ",The source you're looking for and haven't provided is that Rawat sent Fakiranand to Europe and didn't demote him. It's coming out.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Damn, you're right Snowman, this material I should have remembered...oh dear, not so good ( Cheers,   '''·''' ","I wouldn't worry. Looks like this stuff is even used to treat cancer patients. Besides, the diagram itself says absolutely nothing about chrono-anything.  ",[1. 0. 0.],0,[1. 0. 0.],0
No fucking way. Oh my god. I feel like a contestant at the end of There's Something About Miriam.  ,N '''Male'''. Sorry if I've shattered an illusion here. – '' '',[1. 0. 1.],1,[1. 1. 1.],1
"Do you know if deceased pitcher Joe Kennedy actually was called ""The Patriarch"", or did Liebman make that up?  ''''","Maybe not ''right'' away, as he last edited 8 or 9 hours ago. But he's on the radar now.  ''''",[0. 0. 0.],0,[0. 0. 0.],0
And the problem with acronyms is then you gotta define them...  ,"The term ""gay rights"" is most common, but it's inaccurate also. The term ""queer"" is rather useful, but some don't like this, so we can't easily use it. ",[0. 0. 0. 0. 0. 0.],0,[0. 0. 0. 0. 0. 0.],0
Hm. Stumped me. They both sound rather...delightful. — ••),"*GULP* Um, in that case you are (1) one of my friends in disguise (bad) or (2) you are a serious stalker (bad). Why do I not like both of those thoughts? ) —'''   / '''",[0. 0. 0.],0,[0. 1. 0. 0.],0
Why are ''you'' back? I thought that you were down dead/injured in the moat? —'''   / ''', Look what chaos I've caused. -cackle cackle-  // ,[0.  0.  0.5],0,[0. 1. 0.],0
"The text should better convey the fact that it was the audience's conclusion, and not ours.   • ",the goal here is to tell what impression Lincoln made on people esp in his famous 1860 talk; they thought he was ugly that's an objective fact.  ,[0. 0. 0.],0,[0. 1. 0.],0
Heh you do know us Brits can still read the talk page )  ,"Yeah, but to be fair that's because most of them are hideously ugly. ",[0. 0. 0.],0,[0. 0. 1.],0
Interesting... you mentioned at WP:AN/I? (I hope that scared you P) —'''   / ''',"Lol, wow, just wow. D
BTW, you may want to take a look . It's such a dumb accusation...I might have gone over the line in responding to Ohana on Main Page proposal page though. —'''   / '''",[0. 0. 0.],0,[0. 1. 0.],0
"Yes, but its not like I'm an expert on Chiroparctic medicine though; I little about the fuckin science. ","Oh, I see. You made a change without reading the references first. Is that about right? ",[1. 1. 1.],1,[1. 1. 1.],1
I disagree with that. It is still a place instead of Wikipdia to contribute such information. It is not a place to transwiki. We should perhaps distinguish in the list between the two.  ,"If it is not GFDL compat, it should be removed. ",[0. 0. 0.],0,[0. 0. 0.],0
I've just looked up the overcategorization page and see nothing wrong with simply categorizing people by employer. Do you have a reason for your opinion?  ,"Very well then, you might as well go 'head and remove those categorizations as well.  ",[0. 0. 0.],0,[0. 0. 0.],0
I mean you need to seek psychiatric help. - ,"Don't you mean ""In Texas""? Thanks for the very productive trolling effort. You are truly a tribute to humanity. —  • 2005-10-20 14:16",[1. 1. 1.],1,[1. 1. 1.],1
"Doesn't the Roller have some internal development code, such as E38 or E90 in case of BMWs? That would be far less ambigious.  ","Ill also would suggest Rolls-Royce Phantom (2003), I think most will get the idea that it repsesents the introduction year  ·",[0. 0. 0.],0,[0. 0. 0.],0
"There is no way to get consensus and find reliable sources for something that isn't standardize, and that would probably be what it came down to: ghits win.   ","I know, I just figured that the people who think that experts are scum, and stupid to boot, might think otherwise when they see that Google agrees with the experts, aka ""Reliable Sources"".  ",[0. 0. 0.],0,[0. 0. 0.],0
 That was a thread-killing dud.   ,"Well, you're an admin.  If you truly believe in what you're saying, then you can permanently delete what's written, can you not?  However, I don't think there is a lot of consensus here.    ",[1. 0. 0.],0,[0. 1. 0.],0
"Whoa, , you've got a style of discussing things...  ", You seem rather crazy today! ;) Talk was done!   ,[0. 0. 0.],0,[0. 0. 0.],0
"Splendid, splendid. So, shall we archive this section? Or just clobber it?  ''''","Just wanted to state that the editor who started this discussion, , is a banned sockpuppet. He just got blocked again. ",[0. 0. 0.],0,[0. 0. 0.],0
Isn't it Keepcases (or whoever) that keeps asking the really random shit?   |  ,The first question was hilarious. It was also inappropriate. )  ,[1. 1. 1.],1,[1. 1. 1.],1
"There is this too which has 7 or so states plus Puerto Rico, so there's a precedent for what you suggest and lots of gaps.  Category:LGBT rights in the United States.   ","So there is nothing on LGBT rights for each state, only on same-sex marriage? I don't think that's great... ",[0. 0. 0.],0,[0. 0. 0.],0
So it should really read that TB was the then British PM and lose the word current entirely.  ,"Yes, ""then current"". Not currently current.  ''''",[0. 0. 0.],0,[0. 0. 0.],0
"The source is targeted at one person. It is the epitome of a biased source. Even if everything is right, it is the wrong kind of source.  ",I beg to differ. If you can find anything in that link that is in error or not reliable sourced please point it out.  ,[0. 0. 0.],0,[0. 1. 0.],0
"But at least it's something constructive... I'm actually helping something out, and doing... some sort of work. ''''''","Who you kiddin'? Huggle is a computer game. Instead of zapping the aliens, you're zapping the vandals. –  '''C'''yclone",[0. 0. 0.],0,[0. 0. 0.],0
"I count three clear-cut instances of IP vandalism since I removed protection. I'll check again tonight, and if there's more, I'll re-protect.   resolves to be more caknuck-y",Damn.  I have never seen so much vandalism on the page since the semi-protection.  This is really weird.  Perhaps we should start to reconsider.   ,[0. 0. 0.],0,[0. 0. 0.],0
"Granted it wasn't the smartest thing I've ever done.  I took a chance, taking that he wanted ""to do it the right way"" at face value.  It seems I was wrong.  ","Looking at Looch's posts on Wikipedia review, he admits to being a vandal and a sockpuppetmaster..  ",[0. 0. 1.],0,[0. 0. 0.],0
"But dick isn't, Jennevecia has that one reserved.-'''''' ''''",They're both available. Go nuts.  ,[1.  0.5 0. ],0,[0. 0. 0.],0
"Have you noticed a change in the font size of Wikipedia? For me, the font size has gone down, and everything appears much smaller, although it might just be my crappy computer... ''''''",And the reference doesn't translate the titles at all. '''''',[0. 0. 0.],0,[0. 0. 0.],0
Only to people who don't know what the ''(pictured)'' signifies in the blurb.  ,This mis-juxtapositioning of photo and text continues to make Wiki look stupid.   ,[0. 0. 0.],0,[0.  0.5 0.  1. ],0
"""Pigs Are People Too"".''Avant-garde a clue''",But what if the user is a lesbian? Then what?  ,[0.  1.  0.5],0,[1. 1. 0.],1
"Which edit was that, could you link me? ",yeah this is kinda crap. it wont let me report a false positive on my edit  ,[0. 0. 0.],0,[0. 0. 0.],0
"Chief, come on, step up your game.  If you're going to be up insulting me on a wikipedia talk page with your delusions at 1 in the morning you've got to at least make it funny. -  ","No need.  It speaks for itself, and much more loudly than your words about it.  Is there a civil way for me to express pity?  Let me know.  ",[1. 1. 1.],1,[1. 1. 1.],1
Excuse my language but HOLY SHIT. That thing puts the Las Vegas Strip to shame. I'm expecting to see dancing Jimbos come in from off-screen. ,You're not the first to note how much bigger mine is than yours. Now you know why Kelapstick is so upset.  ,[1. 1. 1.],1,[1. 1. 1.],1
Again! This is pathetic! PLEASE can someone fix this?!? PLEASE!!! ,"It's happened to me recently, see this diff.  ",[0. 0. 0.],0,[0. 1. 1.],1
"Good point I have removed the map for now as you correctly say it is now wrong, it is also against NPOV and euro-centric to only show Europe and not other areas of the world.  ","On further note, someone should update the map, as Serbia and Montenegro are still together on map and YU stands now only for Serbia, so they should be separated and 4O should go to Montenegro  ",[0. 0. 0.],0,[0. 0. 0.],0
"Oh puhleeze, the credibility of AI trumps that of JPOST. BTW the evidence of Israelis using Palestinians as human shields (and literally) is overwhelming.  ","That's a great idea, once we get a reliable source for that, of course. '' ''",[0. 0. 1.],0,[1. 1. 1.],1
There's nothing like wanting to point to another article only to find it's crap in need of work. - ," On no separation, correct. On rain, wrong  ",[1. 0. 0.],0,[0. 1. 1.],1
Nonsense. Quote from the Wikipedia WP:OR policy if you want anyone to give any credence to your accusation. —  ,Original research  ,[0.  1.  0.5],0,[0. 0. 1.],0
That's why I protected the page. I expect them to wander in here next.   is a silly pudding,"Spoke too quickly, back from another IP now, this time from NJ. Some sort of funny business is going on here.",[0. 0. 0.],0,[0. 0. 0.],0
"Haha. True. Or in my case, won't do anything no matter what. — ''''''","Oh no, you can hate printers.  They do things on their own.  They are inherintly evil.  ",[0. 0. 0.],0,[0. 0. 0.],0
"You're mad. I still don't know how you write ppvs. I can't stand them. I stick to bios now, except for some minor cleanup and vandalism reverts. ♥♥♥♥","Problem is though, that TNA has a new one every month. You'll never really be done. Just to be, y'know, depressing. ) ♥♥♥♥",[0. 1. 0.],0,[0. 1. 0.],0
I'm not sure if this is offensive or plain stupid or attempts at humour but can we just archive this and give no more attention?  ,"I have to agree. In addition to your posts being incredibly offensive, a simple google search shows ""lgbt"" is ''both'' political and NPOV, as it is commonly used in academia.  ",[0. 0. 1.],0,[1. 0. 1.],1
"Heh, no idea, I just used the template from my first one and plugged in your image and text... -  ",What the hell was wrong with it? '''''''''''',[0. 0. 0.],0,[0. 0. 0.],0
Already done.  )   ,Maybe male rape?  ,[0. 0. 0.],0,[0. 0. 0.],0
"Thank you for stepping in and attempting to sort things out.  Things heat up easily in this area, and I appreciate your efforts. ''''",Crap.  Two people I like and respect are battling each other.  Never good.    ,[0. 0. 0.],0,[0. 0. 0.],0
The account has been editing since 2006. That's enough time to learn WP's policies.       ,I understand that.  But he's a total newbie.  Usually newbies are gently guided instead of curtly punished.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Assuming queer was the most prevalent term at that time, would you support changing ""homosexual"" to ""queer""?'' ''",In the Oscar Wilde article you'll find that the term being used is homosexual. I suspect that's the word that was used in older sources as well.    ,[0. 1. 0.],0,[0. 0. 0.],0
"At this point I think a history merge would be required, and I don't know how to do that (nor do I wish to take time to learn). We can probably live with it.  "," I have no preference as far as method.  You are an admin, you can undo that while I can't.  Do as thou will on that.  ",[0. 0. 0.],0,[0. 0. 0.],0
"""what the heck you're talking about"" is an insult. So glad you take sides already.  ",Hey. Be respectful. If you want a discussion then be clear about what you want. Don't insult people.  ,[0. 0. 1.],0,[0. 1. 1.],1
You have not asked a question or made a point. What is your issue?  ,"""what the heck you're talking about"" is an insult. So glad you take sides already.  ",[0. 0. 0.],0,[1. 1. 1.],1
Wouldn't this page be a good centralized place for the discussions?  ,"While we're at it, I would suggest creating an 'LGBT rights in...' for each state. ",[0. 0. 0.],0,[0. 0. 0.],0
"The point is, personal attacks don't belong on Wikipedia. —  ",I clearly apologized to him. However my personal attack on you was heartfelt.  ,[0. 0. 0.],0,[0. 1. 0.],0
"Hey buddy, long time no see. I hope you're doing well? As for deletion.. no. I want his ridiculous behaviour displayed for all and sundry. He's gotten away with it for far, far too long. //  ","Howdy Roux. Try my method, for dealing with unwanted visitors at one's Userpage. Give their postings the ole' deletion treatment.  ",[0. 0. 1.],0,[0. 1. 1.],1
Argh. Stupid G!Maps refuses to show the name for Round Hill Road... (And what's it with England and naming god knows how many close-by street with almost identical names??)  ,"A combination of Roughwood and a street atlas helped me pinpoint it.  Conveniently, the block of flats that replaced it is called ""St Saviour's Court""!  ",[0. 1. 1.],1,[0. 0. 0.],0
"Or you can just move talk pages to an archive, or copy and paste like me (which everyone hates, but I do just for the sick thrill). Plus, having lots of archives makes stuff look important! ) - ()","Re adminship, I'd support you.
Re archiving, Miszabot works fine for me, see top of my Talk page. Give me call if you need help settign it up.  ",[0. 0. 0.],0,[0. 0. 0.],0
 How's about  iGovernment and Advocate.com?   ," Indian News Site  reported on it, as well as prominent gay advocate site , HinduAsian , and even Obama's Change.org .  ",[0. 0. 0.],0,[0. 0. 0.],0
Crummy day?? Wooo. What happened? Even I'm having a crummy day too here on WP. Some user is hell bent on trolling me.  ,"OK, I'll take a closer look at the article later today. Sorry for not being around much today, I'm having a bit of a crummy day. ( I'll check it out as soon as possible!  ",[1. 0. 0.],0,[0. 1. 1.],1
"No need to include this non notable stuff. Just out of curiousity, is the administration, or whoever, denying that he actually bowed? Thanks,  ","It would also be like mentioning that George W. Bush bowed to King Abdullah every time he met with him, which, obviously, is not in his article.  GTFO with your nonsense, please.  —  ",[0. 0. 0.],0,[1. 0. 1.],1
You may want to take your own advice. ,"That wasn't a personal attack, it was an observation. Like I said in other places, people making edits for a personal PoV are pretty common, but there should be a sense of decorum.  ",[0. 0. 0.],0,[1. 1. 0.],1
"I don't see any real consensus to remove this, so let's just it alone for now.  It's always easier to take things out than to remember where they go.  ","""a debate on the rightness or wrongness of laws discriminating against gay Americans."".  My friend, I applaud your framing skills. -  ",[0. 0. 0.],0,[0. 0. 0.],0
"Wall of text'd, and why do you keep saying hey to me???????? ","Shut up, I ound te death bit on te talk, page, now I feel stupid. -) ''''''''''''",[0. 0. 0.],0,[0.  0.5 0. ],0
Responded at talk page.  , There goes what credibility this RFC had left.  ,[0. 0. 0.],0,[0. 1. 0.],0
I'm using Opera 9.27 for MacOS.  ,What browser do you use? ,[0. 0. 0.],0,[0. 0. 0.],0
"Hahaha congratulations Pianista! Chamal, get off here. We don't want to see you. ;) Totally kidding dude. Pop in whenev, but RL trumps WP, k? ))) —'''  / '''","Yet another one. Oh, The birthday comity seems to have stopped as I didn't receive a birthday message on April 16. You're the only person who' I've made stay at WP actually do something. ",[0. 0. 0.],0,[0. 0. 0.],0
Same as Ed.  ,Second/third/fourth all the above... —'''  / ''',[0. 0. 0.],0,[0. 0. 0.],0
"That is correct.  However, there are reasons other than fear or bigotry to hold such a position. -  ","First of all, it's ""same-sex marriage"", not ""homosexual marriage"".  Second, I said that ''marriage'' is a right and NOM doesn't want that right extended to gay people.  ",[0. 0. 0. 0. 0. 0.],0,[0.  0.5 0.  0.5 0.  0. ],0
The last one wasnot at all a recent one. Imagine using Madonna's Blond Ambition look now in her infobox.  ,The last one was better. Try Flickr or photobucket for a better one. At least the last was better quailty.  ,[0. 0. 0.],0,[0. 0. 0.],0
"Yeah, that was a sucky Afd all around. Teh Idiots R Winning, head for the hills! ","MastCell mentioned it above as the turning point . Could've threaded it better I guess, but I hate breaking into the middle of a section. ",[1. 1. 1.],1,[1. 1. 1.],1
"For places which used to belong to Germany, ""X County"" can be used for disambiguation between ""X Powiat"" and ""X Landkreis"". ","Sounds good.  I like the template idea.  Let's do this gradually, one or two voivodships per day each, so that if other interested users want to express an opinion, they can do so.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Oh damn, I feel so sorry now as I accused you. I mixed you up with him, you are right!  ","It was  who suggested the split, not me.  ",[1. 0. 1.],1,[0. 0. 1.],0
"""BDSM and LGBT cultures are certainly intwined"" Source?  ",BDSM and LGBT cultures are certainly intwined so I'm not opposed to including it here. This issue I di have is that BDSM is not a sexual orientation so even the culture section would be better. ,[0. 0. 1.],0,[0. 1. 0.],0
"No worries, but this thread will get archived in a few days, and there will be many who will only skim through it looking for the ""evidence"" they want to find.  ", Let me back you up.  Sorry for overloading your talkpage with shit about me.  This'll be my last post here. '''''',[0. 0. 0.],0,[1. 1. 1.],1
. Stupid piece of crap that calls itself a browser... D ‑,Sorry for not being clear. I was talking about the ''class'' parameter of the template. Setting it causes the table to collapse as normal on IE. — Martin ( · ,[1. 1. 1.],1,[0. 1. 1. 1.],1
That syllogism doesn't hold - the articles about dogs and the Baltic Sea are not called Dogs or the Baltic Sea.  ,"Since the article is about Madonna as a gay icon, the title should clearly be ""Madonna as a gay icon"".  ",[0. 0. 0.],0,[1. 0. 0.],0
"Wait, wtf? I thought it had been deleted....►''''''''''",Why exactly does Jackson have an article? I thought you were going to let me create it.►'''''''''',[1. 1. 0.],1,[0. 1. 0.],0
"NARTH is a fringe organization, and doesn't count as a reliable source per the relevant policies. That is not in serious dispute here. Please review the policies.  ",Why do you think Narth is not appropriate source? Its sources are scientific and based on pro-gay writers.  ,[0. 0. 0.],0,[0. 0. 0.],0
Tell them to stop being silly and use Mid-importance ) — Martin ( · ,"Because it's not just ; although there is certainly less variety in the importance custom scales than the quality scales.  How would we react to a request to add a ""Middle-importance""? ‑",[0. 0. 0.],0,[1. 0. 1.],1
"Ok, tag the page you want to delete with Template:AfDM (i.e. ). A full description can be found here Template:AfD_footer on how to list a article for deletion.  ",Both. The biographic one suffers from vandalism. It is very plain. read it and you might get a laugh. The other is a promotion of some service. it should be deleted. ,[0. 0. 0.],0,[0. 0. 0.],0
"Sorry, I have been busy with other project. I read your draft, and it is not acurate. If you allow me, I will work on your draft to make it right.  ","Since it's been over a week already, I just made a rough draft in my sandbox (link). You can make any changes you want. It just shows how the table looks.",[0. 0. 0.],0,[0. 0. 0.],0
"Thank you, AlexandrDmitri, that is better wording.  ","If you want to be even more concise, then ""[...]may self-nominate"". ",[0. 0. 0.],0,[0. 0. 0.],0
"No, ''you'' keep thinking that. ) Never gonna happen. When you put the Cena image up, I'll put the diff link in my page, with the caption next to it, ""She was a fan all along."" P   ","Yup. Good sportsmanship, I guess, good luck to you, too. No, me and my partner, will kick your guyses ass. ) Get ready to place that Cena image on your page. P   ",[0. 0. 0.],0,[0. 1. 1.],1
Shut me up. Should have enlisted some socks to cut it down first ;)  ,"Regarding the ""actually pertinent"" argument, please see F2.  ",[0.5 1.  1. ],1,[0. 0. 0.],0
"I concur, this works. Now can we please delete the ""Old Highway 111 was former SR 111 south"" I'm not a moron, I think I could have figured that out without the note. =-)  ","I've put in an edit which should hopefully be clearer than both versions, though I won't edit war over it, its supposed to be a compromise.  (Jenuk1985)",[0. 0. 1.],0,[0. 0. 0.],0
"Like many sayings by LaRouche, it may be difficult to summarize, and therefore it should be quoted verbatim to avoid misrepresentation.  ","That's your interpretation. I don't see anything in there about homophobia. Let me ask again, what is LaRouche saying? Hoqw can we summarize this quotation?       ",[0. 0. 0.],0,[0. 0. 0.],0
"Well I'll be offline shortly until Monday, so I won't hold you to that. -) ",I will leave it up to you then Hesp for a while as my connection where I am sucks big time and I can't do much until late tonight.   '''·''' ,[0. 0. 0.],0,[0. 0. 0.],0
 Looks good to me. '''-''' ▼'''''' ''' '''," I've added the L v. T reference back to the article with clarification to reduce confusion resulting from the officer's faulty interpretation of what ""homosexual conduct"" laws ever meant in Texas.  ",[0. 0. 0.],0,[0. 0. 0.],0
Thats why I havent blocked you already but why don't you say what your previous account was so we can see whether your contribution is permitted? Quack Quack!  '''',Not in ArbCom cases as Spartaz has just written. Please disclose your alternative WP account(s).  ,[0. 1. 0.],0,[1. 0. 1.],1
Look at . This will take forever!  ,"Holy shit Bazwhat got into you?? Man, that is a lot of work.  ",[0. 0. 0.],0,[0. 0. 0.],0
"Well, there are many places that you can request for creating an animation, en Wikipedia Graphic Lab, Commons Graphic Lab and Wikipedia ads talk page. '''''' "," hmm, thanks anyway..do you know someone who could do an animation for me?.. ",[0. 0. 0.],0,[0. 0. 0. 0.],0
"Obama's only relation to this bizarre event is that he probably spoke ""stupidly"".  I can't see how this has any place in his BLP.   ","(after edit conflict) That makes it last week's comlicated news - still, an ephemeral story of no significant demonstrable relevance to Obama's bio.   ",[0. 1. 0.],0,[1. 0. 0.],0
"I don't care about the BQ thing as such. I'm frustrated over a sock using wikilawyering as a pretext to get something removed just because he finds it ""offensive"".  '''' ","I know you are frustrated, but  seems to be correct- I mean, if it existed as an independent article (Band Queer), it would be appropriate to include there.  ",[0. 0. 0.],0,[1. 1. 1.],1
"Daft? Silly? Quite frankly I don't know what the words mean. Can these two gentlemen, Evertype and BritishWatcher, give me some more examples of Silly and Daft?  ",I was going to suggest that. You should all sign then there will be no argument over it.  ,[0. 0. 0.],0,[0.5 0.  0. ],0
That is a good question and not one that I wish to dwell on as some rest is in order... I am sure another competent editor can provide a satisfactory answer ) +,"OH... ""yeah, but...""  that's a separate article. Would that, in the interest of equal treatment, mean we need yet another spin-off... LGBT issues and Falun Gong...?  ",[0. 0. 0.],0,[0. 0. 0.],0
"OK, I'll suggest something like ""Homosexuality is considered by some to be one of the last taboos in association football."" Sound OK? ",Something about it being a taboo or a list of current gay footballers  ,[0. 0. 0.],0,[0. 0. 0.],0
"Doesn't come out in the UK until September 04, 2009 - ScreenRush.co.uk","Ok, thanks ). Do you think we should also mention when it will be coming out for different countries?  ",[0. 0. 0.],0,[0. 0. 0.],0
 Most welcome -) happy working with you ,"Looks like a copyvio to me, too; I've tagged it accordingly at Commons. Thanks for bringing it up!  ",[0. 0. 0.],0,[0. 0. 0.],0
"You asked me to remove a comment from a discussion thats already been removed you (I was going to say ""sdfgsafgasdfasdfasd"" but I wont) silly billy. ",No. Polite discussion was an entirely reasonable approach. If you would care to engage in it and strike the attack I'd be the first to unblock you.    ,[0. 0. 0.],0,[1. 1. 0.],1
Found it here. I'll work on adding this to the article. –'''''' | ,"Ah yes, I saw that this morning as well. I've also seen it in the past.Mitch32( ",[0. 0. 0.],0,[0. 0. 0. 0.],0
Very true; sorry for the confusion.   ,"It did, but I miss your point; could you explain more?   ",[0. 0. 0.],0,[0. 0. 0.],0
"WP:VPP is supposed to serve that role, right now. I like the idea of adding an edit notice to policy pages, though. That sounds like an excellent idea, to me.—  ",I'd help cover it if we had one. - Dank ,[0. 0. 0.],0,[0. 0. 0.],0
"I really didn't mean to assume bad faith, especially against an editor of X!'s stature, it bears a burden of guilt. Sigh, I guess I've failed here, due to my lack of inside knowledge.     ","I can confirm, by conversations that I've had with him, that EVula is indeed ""teh shit"".  ",[0. 0. 0.],0,[0. 0. 0.],0
"Oddly enough, no one has ever accused me of being partial to murderers or canines, although there is the kennel to consider, and  once thought it was witty to call me a ""bitch"". I was not amused. ",Names can be a dead giveaway. I've been noted for my overwhelming pro-monarch POV.  ,[0. 1. 1.],1,[1. 1. 1.],1
