id,text,parent,label,api
242619536.32044.32044,I have been here long enoughm and been blocked enough to know if I can or cannot edit my own talk page. I am told Tznkai is experienced. So I draw my own conclusions. Or is wikipedia now to be like my bank and blame all errors on software problems?  ,"Are you sure you couldn't edit your talkpage? There is a new feature that allows admins to block users editing their talkpages (which seems a little unwise as this is the most common source of appeals) but it doesn't seem that Tznkai used it here. Compare Tsnkai's block to this test one. If there's a bug with this new feature, the devs need to be informed promptly.  ",0,0.11320000000000001
242692464.90823.90823,"''nods'' Glad to hear the ""exploring EU membership"" part. So, should we call the referendum ""uncertain to happen after the change in government""? —","The new coalition agreement doesn't mention that referendum and I haven't heard it discussed (though no doubt it has been somewhere). The agreement is here:  (Faroese only) The foreign policy part includes opening an embassy in Russia, becoming a full member of the Nordic council and exploring EU membership.  ",0,0.0607
242783623.18147.18147,"Damn, I'm not very good at this.  ","Yes, it's already been raised as a feature request for AWB. ",0,0.7371
242941359.12342.12342,"That would be really good. If you are not in the loop, it is not easy to find references for articles like this one.  ","Hi Geronimo, I'm doing simple edits while I assess the overall set of archery articles. I need to check my library and see what I can come up with..I have far more on bowhunting and hunting in general. It may take a little while, I have a few editing projects in the works. Hopefully, I can turn up something useful. ",0,0.0972
242983007.2985.2985,"Please stop. If you continue to vandalize pages by deliberately introducing incorrect information,  you will be blocked from editing Wikipedia.  ","Please do not deliberately introduce incorrect information into articles. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  ",0,0.2399
243068007.257915.257915," I agree with Coppertwig, who is the only other recent Chiropractic editor who has commented so far, and I second each point that Coppertwig made. A clear and specific warning to QuackGuru would be more helpful than a topic ban without a clear warning.",I'd agree to a short topic ban to let things reset and clear the air. '''''' ,0,0.0688
243095008.50996.50996, Actually Jason Earles said that the movie will come out in Early 2009. Thanks D -  , Dadnapped isnt a real halloween movie it comes out in end Novermber...  ,0,0.0668
24336665.19513.19513,"Then we knowingly and severely limit the number, quality, and relevance of images that can be used.  This makes it significantly more difficult to create great articles.  Whatever, I'm not here for wikipolitics, just let me know what I should do with the image as it is and if you have any alternative suggestions for me.  ","Nobody's denying that '''we''' are non-commercial, but the point is that we're trying to make an encyclopaedia that's '''freely redistributable''', which includes by commercial entities. If we use non-commercial-use-only images, we're no longer the Free encyclopaedia but only the free encyclopaedia. ",0,0.0694
24337441.31476.31476,"I think the approach you take is by group, rather than by practice. Volumes of books have been written on the Eucharist by Catholics, and it may be too unwieldy. The Catholic and Orthodox sections could be huge. ","I began to make some '''bold''' changes.  I hope no one is offended or upset; feel free to say ""Whoa, cowboy!""  ",0,0.0582
243383761.42118.42118,"No problem, it was kind of mock outrage of course - to have my moment in the sun (I'm no2 on the list after all) and then for people to not even notice it. The video was only put up yesterday I think, but as I say, it's all slightly bizarre and pathetic really on their part rather than anything else. As I think everyone agrees, not really worth bothering about now we know it's there.  ","I think they updated it after I notified everyone on it.  The video wasn't there the first time I saw it.  Sorry I didn't get you, though.  Cheers.  ",0,0.2781
243390668.101605.101605, You have no sources. Please provide one  ," Please explain what you mean by the word *this*. I don't think you mean that it is controversial that the raw monthly HADCRUT3 numbers from their 1998 peak to today have a negative slope when you graph them because if you do mean that, you've departed from reality. So what *do* you mean when you say that *this* is clearly controversial?  ",0,0.0718
243438366.66754.66754,"In terms of naming ""accurate"" is almost the same as ""good"", so that renders the question a bit irrelevant. Assume that none of the 2 titles is a particularly accurate summary of the article.  ",NPOV and accurate would seem to be the best choice.   ,0,0.0501
243490279.53026.53026,"This comes from , apparently a project of WP:DAB. I've posed the question in a discussion there. —  ", I popped a note up about this at  the Village pump (technical).  Cheers. ,0,0.0736
243562106.53049.53049,"You're welcome. And thanks for posting the photo. I'd come across it in a Google image search and meant to do it, but forgot. ",Thank you for supplying the cite.  ,0,0.0333
243576712.44772.44772,"I'll let you know as soon as he responds, if I have the right email address (SacredRain@aol.com). - Dan  ","Sorry - I should have said this before, and sorry if you already know this. Makes sure if Stuart can give you images, that these are family photos and not images taken by other photographers. Stuart can only give us permission to use images that are in the family photo album, taken by family members.  ",0,0.0896
243592536.20819.20819,"Thanks, Gwinva.  It was a pleasure working with you too. —  • ",I've addressed the niggles. ) —  • ,0,0.067
243660993.7007.7007,Then it should at least get its own section in the main article.,Your answer is here.  ,0,0.040999999999999995
243800199.19280.19280,"I certainly hope that was an attempt at a joke or sarcasm, and it failed at both.  If you're looking for the line to cross, it is waaaayyyy behind you.  In my five years here I have never been talked to with such disregard for communal civility.  Congratulations on ruining any respect I had for you with that one post.  ","I was thinking about reading your last post, but then I remembered how much of a gigantic time waster your last one was, and how much I wish I could have the 3 minutes of my life back that I used up processing that steaming pile of shit. I dunno, I have to go weigh my options here. This is definitly a mental road block. I'll sleep on it and get back to you. -)  ",0,0.23240000000000002
24390944.26690.26690," ""...On the 10th of December, 1911, Marie Sklodowska, '''a Polish chemist''' of world-wide reputation, wife of Professor Pierre Curie, was present at the solemn Swedish Nobel Prize ceremony to receive the Prize for Chemistry ..."" from Check please  ", Check please  ,0,0.0743
24410300.989.989,"Okay, that's good enough for me. I'll switch it to a redirect. ","I've never heard of this ""CALABARZONA"". Aurora province is in a different region, and to my knowledge it was never part of CALABARZON. No Google hits for ""calabarzona"". If this is supposed to be a hoax, it's pretty lame. ",0,0.0521
244147969.18974.18974,Actually I just looked into this and there cannot be a picture of this building in this article - the building is copyrighted and there is no freedom of panorama in Cote d'Ivoire for buildings.  ,"All of the images check out fine, except for this one:
:Image:Ourladyofpeaceafricaexterior.jpg - This doesn't have an author, so we can't use it (it is not clear who owns the copyright and who can release it).  ",0,0.0845
244202488.30210.30210,"1. Latin isn't an EU language, there is no formal translation into it. 2. It has 23 translation. 3. We have a drop down box for them all or 4. we just have English as this is the English wikipedia and hence English readers would know and be able to read that English version.- ",We should only show the official motto. The only reason that we would have to translate the motto into English would be if there was no official English version. Translating the motto into Latin and then back into English is completely pointless. ,0,0.0837
244209748.136534.136517,"Actually, turns out WP:TERRORIST is a guideline, not a policy. Best to follow, but with sensible exceptions. So in the end, CENSEI's comparison with Rudolph is a completely inappropriate one. Whether the word applies to a person or not would appear to be something that should be decided individually, with a bias towards not including it but no set-in-stone rule against it.","Yes, I was going to say that as well. ''''''",0,0.0857
24439770.8132.8132,"Please forgive me, as I am the one responsible for nominating you, and was both stunned and deeply disappointed by some of the comments made yesterday.  Your continued efforts are greatly appreciated here and I hope others can eventually overcome their personal issues and see the value you bring to this project.  "," Allow me to be the third person who respects your right to withdraw from the nomination, but greatly wishes you would reconsider.  Please do not blame me if you make Wikipedia history for being the first contributor to receive administrative permissions against their own will.  ;-)  Although we do not all see eye to eye, you have a strong group of friends rallying behind you.  ",0,0.0383
244410109.6139.6101,I've removed the link to the temp page again. Nobody did anything with it.  ,"Sureit's at the top of the page. Please be sure to carefully reread all the guidelines we have linked to in the above discussion before proceeding. Above all remember that Wikipedia is not here to provide a PR tool for the school. Thanks. What is your affiliation with the school, BTW? ",0,0.0803
244541420.924.924,"Either title can be used internationally, and as long as all titles used are mentioned in the lead of the article it is not that important in my opinion.  "," Wouldn't it be more appropriate to use the title that is accepted on an international level, rather than the one that is only used in Japan?  ",0,0.038
244586802.51879.51879,"Yeah I completely just realised when I checked Kilbad's talk page to inform him of my changes. Please see there for my comments.  I'm sorry, I should have checked there first. Anyway, there's a lot of work to undo if we move this to a task force, but I'm not convinced it's better off as such. —''''''  ·  · email)","The project was originally created as a project, but I discussed it with , and then moved it to a task force.  I have a request for an admin to modify  to add parameters for a derm task force.  See the collaboration's talk page for more details.  ",0,0.0397
244587354.182008.182008,"I think having this at WP:PERM is brilliant. It would also (I think?) streamline RfA... "" has had Protect and Delete access for three and five months, respectively, and has shown good judgement with both. We should grant the rest of the tools blah blah.""  | ","Again, I've said above; that I would like a blocking provision in the plan (no way would this be given out by Request for permissions). I guess I could compromise if have to.  ",0,0.09800000000000002
244637955.56731.56731,The wording of this poll is biased and does not include the current image. It is meaningless pig shit that shows no consesus. Please see: let's no poll  ,"Point noted, but I think under certain circustances there's a benifit to polling. An anon user has alleged there are a specific number of editors in support of this image being included. I'm not sure that's the case.  ",0,0.8379
244728485.13233.13233,Those who have problems with your edits have detailed the issues for you on your talk page.  \,Are my edits too factually correct for you - or do you just like to harass people who make a genuine contribution instead of adding a dot or a colour box to other peoples work (which is factually correct and correctly ordered) to get your number of edits up. ,0,0.1186
244751080.15999.15999,"Any ending date we include in the title, even 2008, implies a known terminus to the event. Reasonable projections currently are generally a ""two year recession"", but there is no reason, with appropriate action, and change in public mood, the situation could not be turned around in a few days. (Hint, declare credit default swaps issued without adequate reserves illegal contracts.)  ","You're a bit premature in asking.  We don't make news here, we only report what's happening.  You should check this out instead.   ",0,0.0652
244819065.102581.102581,"Don't embarrass me now Tohd.:)  If someone explains what they're doing and why they're doing in an edit summary, it's best to assume they're a good-faith editor making a reasoned edit and not a vandal- hey it's best to assume that about everyone within reason.:)  ","However, when someone removed a duplicate quote, making it clear that that is what they were doing,  Tohd just reverted them givng no reason. They've redone their edit now, please leave it alone. Hell, he's given them a warning also. Tohd, please go to the user's page and remove your warning.  ",0,0.22129999999999997
245014466.5438.5438," Exactly right, Wikipedia isn't here to make sure people aren't offended by what is said on here. Dstebbins is currently blocked for 24 hours for vandalism and incivility.","It would be easier to believe that was your intent if you were removing the entire line about Peter's IQ test. But you've just been removing the clause about creationists, as if you felt personally offended as a creationist (I don't know if that's the case, but that's what the edit history makes it look like).  ",0,0.3223
245041983.7660.7660, The tags were added before the reference.  ," No, I haven't. Please read te guidelines on referencing, look how other references are added, try to see what is wrong with that particular reference and maybe you will understand why other users add tags such as ""or"" or ""dubious"".  ",0,0.0136
245107601.159515.159515,"Thats very nice original research. Now can you support any of those claims, with backing in reliable sources? (legal strategy etc.?) If not - then i suggest that you keep your POV to yourself - and stick to what can be supported by reliable sources and WP:WEIGHT.  "," The trial is an instantiation of Hansen's legal strategy, of using the judicial system to get his way. The various sections need to get reworked but the power station trial is certainly important  ",0,0.0858
245131545.38507.38507,"I can only repeat my assertion, that these refs serve an important purpose, and that they should play an important part in the article titled ""Richard II (play)"".  ","That belongs under the play, or the the popular culture article.  ",0,0.0911
245243698.69536.69536,"For what it's worth, I think this is a good idea.  I was one of the original opponents to the City format (I much prefer City, State) but as long as we are going to have sanctioned exemptions, we should just have them all bide by the exemption rule rather than picking and choosing. ",Gimme a little bit to write up some wording and then I'll run it by ya.  ()(),0,0.0217
245247934.2788.2788,"Adjusted existing text at Hans Peter Richter to this, ''""''Friedrich'' was the subject of an American Library Association 1972 ALSC Batchelder Award.'' ""","I did a small change to the text as it existed at Brave Story, it was adjusted to this: ''""The novel was the subject of a Batchelder Award for a Publisher of an outstanding children's book translated from a foreign language in the United States.""'' ",0,0.0383
245336138.633.633,They certainly can be rewritten.  Do you feel the characters in the series aren't relevant to the series?   ,Those summaries offer nothing to the reader. They are just junk that cannot possibly be rewritten. I really can't even tell if the plot points in them are real or fan made.  ,0,0.0695
24534129.1018.1018,"What's the source for saying that Manjusri has a consort at all? It sounds a bit odd to me to say that a bodhisattva has a consort ... unless we're talking about Tantric Buddhism, in which case that should be specified.
More hair splitting: ""the Prajnaparamita"" is not a scripture, but a genre. Anybody know if it's supposed to be the Heart Sutra, or something else? - "," I don't think that's the implication here. It may be a change of traditions as Buddhism moved into Japan, but also just a reconsideration. Often the Dhyani Buddhas such as Amitabha transform into Shaktis as well and are seen as the companions of other deities.",0,0.1188
245426551.291810.291810,I prefer the shorter version. '''',"Lede equals summary of main points convered in section. Also, I think you don't understand the idea of concensus: ''Consensus among a limited group of editors, at one place and time, cannot override community consensus on a wider scale.'' Please review WP:CON. Thanks.  ",0,0.0644
245482239.14812.14812,"Looks like a great start to me, and agreed on the whole documentation needing updating. Might also be good to have a section on using RTitle to deal with series that have different English dub and sub titles.    '''·''' ","Have a look... I think it could probably be improved and clarified, but it's a start, at least. On that note, I really need to go through the whole page, cleaning up the documentation to reflect current practice and explain stuff better. —",0,0.0439
245648417.2388.2388,"I'd be fine with that, as long as it's a variation on Naval Laws. As long as the intro explain s clearly what the actual laws are, I think it'll be ok.  ","how about ""(Imperial) German Naval Laws"" - though even then it would be easy to confuse it with the subject of other german legislation or rules and regualtions of the Navies.  ",0,0.1209
245661899.18992.18992,"Lady R, I was blocked too once upon a time...and it was basically for ""myspacing"" it up... Don't take it to heart! Take a look through my talk page and my contribs; as you can see, I combine the encyclopedia with fun too... It's not that hard, really, once you get used to actually working on the 'pedia. ) Please come back! —'''Ed    '''''''","What?!?! Don't leave!!! I suppose the recent block has made you lose interest here, but are you sure you want to leave? Please reconsider this. I'm really sorry, and surprised to hear you're leaving.   ",0,0.113
245665329.8150.8150,Also see http://books.google.com/books?id=UVfIKEqIkDMC&pg;=PA46&dq;=cagney+%22arch-conservative%22 (page 46).   ,"The ''Yankee Doodle Dandy'' article helps to dispel the over-mythologizing of this issue. Keep in mind Reagan was an FDR liberal also. I recall how he spoke fondly of FDR even as he was running as a conservative. FDR offered hope to the average citizen, and the GOP offered nothing but despair. That's basically it.  ''''",0,0.0403
245675980.101284.101284,Ditto that. ,It's nice — but I prefer the current one. -  ,0,0.1067
245776057.367102.367102,Wikipedia 0.7 have already done their own notifications to the individual projects (sent out by  in September). This project is not involved because it doesn't do assessments. It's for inter-music project discussions. '''',"I'm working under the assumption more people are reading this page right now than are reading the noticeboard. Also, everyone should have notified about this already; I'm just pointing it out to them again because very few article versions have been selected.  ",0,0.0837
245807191.57657.57836,"suggest to include image """," Of course it's very appropriate, but where in the hook do you want to put ''""(pictured)""''?  ",0,0.0392
245884277.2121.2121,"Would that be ""fabrication"" of the same kind as the US military's ""heroes"" in Iraq and Afghanistan, or what? And does ""widely known"" refer to ''the PRC'' ""back then"" or the ""world in general""?~~","You are correct, Lei Feng is a fabrication.  Not only that, but ""Lei Feng"" was widely known to be a hoax even back then, was subject to much derision, and viewed with humor.
 ",0,0.0939
245926128.45492.45492,"Exactly, and I oppose the addition of such a thing in the title area, without needing to see what it would look like. You can try demonstrating this idea to others with an edited screenshot for example.  "," [reply to both] I'm not proposing ""another"" thing in the title area; I'm proposing a ''different version'' of the ''same'' thing; and I'm asking for a ''prototype'', so that people can se and debate the ''proposed'' change.  (User:Pigsonthewing); ; ",0,0.0671
245961335.28181.28181,Transwiki to Wiktionary?  Unsourced neologism. '''', Here you go: link love.  ,0,0.1196
245995953.36139.36139,"I disagree. It was an answer, that's why I copy and paste from my reply above: ''We need a WP:RS to verify unequivocally he was gay.'' i.e. the Times of London reporting: ""Haider was gay"".  ",That is no answer: What would be accepted as evidence? ,0,0.2307
246095684.4751.4751,"Unless of course there is good reason? If you have a very valid oppose, it's always worth mentioning. —''''''  ·  · email)","I don't really know where I stand with RfA currently. There is such a terrible need for admins at the moment that voting oppose is almost considered disruptive. Simply put, the current climate does not favor those who are usually on the neutral/oppose side of things. Not that the climate ''ever'' favored such people. Currently going neutral or opposing isn't worth the hassle. — ",0,0.0457
246114159.933.933,"Seems like a good idea, I suppose. —////",Would it not be a lot better to merge Revenue Protection Inspector into ticket controller? They seem to completely overlap.  ,0,0.05000000000000001
246227589.177628.177628,"I wouldn't mind voting for her...for the position of Stand-up Comedy Host! (veep is another thing, though.)  —   | ",Should it be mentioned? Her appearance? Her future as a Stand-up comedienne?  ,0,0.0949
246261787.6306.6306,"I've uploaded a new version, with a grey ground.  "," Great: the image is much clearer! The purple is yucky, I agree. Can you change it easily? See e.g. Image:Apollonius8ColorMultiplyV2.svg for colour scheme ideas. ''''",0,0.1184
246338570.99350.99350,"''So close'' indeed but without GHGs. The full implication of Kirchhoff's law means that the equilibrium temperature is independent of the albedo, completely at variance with most versions of the GH Effect. "," Raval, A. and V. Ramanathan (1989), Observational determination of the greenhouse effect, Nature, 342, 758 - 761, doi:10.1038/342758a0 -  ",0,0.0226
246739179.14085.14085,I agree with the above move is not needed. ,I agree with Okie too. There's no problem that needs fixing. New York is a special issue and editors over there are even now engaged in a fruitless debate over the right name. It's best to stick with the naming conventions unless there's a special reason to do otherwise.   ,0,0.0509
246802981.22554.22554,"OK, we can include Rawat's comments. However to say that this article is about Rawat and not his followers is incorrect. We have sections on ""following"", ""students"", and ""former followers"". If we delete those then we can say that this article is just about Rawat.   ","We have numerous sources saying that Rawat said ""do not arrest or harm Halley"", so the subsequent beating has zero to do with Rawat. This is an attempt at ""guilt be association"" and a particularly poor edit since Rawat's comments at the time were not included. ",0,0.10610000000000001
246814151.11198.11198,"Gone for it. Thanks, everyone.  ",Go for it—  ,0,0.0516
246862943.23550.23550,"Nope. Crown copyright expires 50 years after the image was taken. No change of policy, that's how it's always been. The copyright on these Second World War images is clear.  "," As I understood it all the Imperial War Museum images are subject to Crown copyright (with no provision for free non-profit use), so again this would be fair use as opposed to PD unless they have had a change of policy recently.",0,0.0525
246862967.9627.9627," they used to censor, now they do not. However, but to view MA content you have to be logged in and 18 (17?) or older.","This info is generally out of date.  Hulu does not as a rule censor any movies (to the best of my knowledge, all or almost all are the same versions as the DVD releases.   ",0,0.0636
246921041.1829.1829," Still unsupported, but in my experience, a better word be ""rarely"".  As in, ""The copyright owners, once discovered are ''rarely'' willing to grant use of their work for only a minimal fee.""  ","Still unsupported, but would this wording open the way for someone to document the idea? ""The copyright owners, once discovered, are often willing to grant use of their work for only a minimal fee.""  ",0,0.0261
246926142.7316.7316,"That sounds like a great idea! I have no idea how to preload headers (nice or otherwise D), though. Actually, if we make a prominent preloaded header somehow, the name won't be an issue, as taggers will see what's going on. How does one go about doing that?  ","That would be a good plan. How about Talk:Foo/draft, and possibly even preloading a nice prominent header saying that this is a temporary draft article while the previous content of the article is evaluated for copyright issues?  ",0,0.0433
247138254.47675.47675," The reason is that such articles should not be in the GA list even for just two more days. You should think not only about offended editors, but also about readers of Wikipedia, who expect to find a really good article, when they open something labeled with GA sign.  ","Can you clearly explain what the benefit to wikipedia is if the article is summarily delisted on the say so of one editor, rather than following the normal process? I haven't seen any reason I feel to be valid yet amongst the natter here ",0,0.158
24721843.1930.1930," Thanks.  After reading a bit more I'm beginning to see ""shared source"" turn up as a general term and other companies are using similar licenses. So I guess it probably makes sense to capitalize if it's referring to the program, lowercase if it's just the general idea of ""shared source."" I'll edit to reflect this. Also I'll finish up the NPOV bits today. "," Agreed, for what it's worth ",0,0.0138
247255010.22677.22677," Exactly. And, while we're on the subject of original research, my ''original research'' suggests the complete opposite of your's. I've had an iPod Touch for just under a year now, and I've never once heard it, colloquially or otherwise, reffered to as an iTouch. What puts your word above mine? Nothing, hence WP:OR is out of the question. "," I'm going to assume from that comment that you are unfamiliar with Wikipedia's core policies. Please read them. Wikipedia:Verifiability, Wikipedia:No original research and Wikipedia:Neutral point of view. Until someone comes up with a source that states ""iTouch"" is used colloquially, the first two policies mean it doesn't belong in the article.  ",0,0.0526
247360124.124688.124763,"There is no evidence that the lake in the picture is Hesaraghatta Lake, so I've removed the pic.  ","confirmed.svg|18px]] Length, reference and history verified.  ",0,0.0355
247453010.48193.48193,"Congrats, just remember be bold and WP:DDTMP D  ",Congratulations!  ,0,0.1158
247473444.23675.23675,I would say David Icke is known mainly for theories that are definitely of the fringe variety.  ,"Not sure how/if to include this in the article, but David Icke 6minute video compares Horus to Jesus (and Mithra)  http://www.youtube.com/watch?v=FsndEjU1TdY  ",0,0.1585
247510345.8349.8349,"depends on how frequently it happens; I hate to lock out other editors because of one pest.  I'll take a look at the contributions of the two socks I blocked, see what articles they're looking at, and think about it.  ", At it again.  ,0,0.36999999999999994
24754990.19033.19033,"Oh, hang on, do you mean 700+ edits of the same type on different articles?  A cut-and-paste edit summary is what I do (and, I assume, other people who carry out these repetitive tasks).   ",Wouldn't it be better to make a few large-scale edits rather than hundreds of tiny ones?   ,0,0.2068
247613499.25304.25304,"LOL why would you do something bad? You've done nothing wrong (you added a template of Bollywood on Pyaar Ka Mandir (such an amazing film!), and it is not the matter now, I wanted to say that your edit reminded me of all the articles I've created and I suddenly miss creating articles...  ","I caught you now editing one of the articles I created, and I suddenly realised how much I miss this practice of mine, creating articles. But I have no time. (  ",0,0.1733
24771478.76119.76119,"I was in the middle of complaining about that when you posted.  Yes, add a lead in.  It's not clear what Free Republic is without the lead in... it just jumps right into an arcane topic discussion.","And on a different issue altogether where's the lead sentence for this article?  You know, like ""'''Free Republic''' is a ..."" ?   | ",0,0.1528
247778522.11509.11509,"Sorry! I did not see your first message. Sometimes when I get that ""message flash"" there is more than one message and I do not realize it. Even to find this message of yours, I had do do a find of ""bug you"" as I could not find it by just scanning my talk page! I will look at Talk:Gunnerkrigg Court#On hold today.  — ","Hey, I don't mean to bug you, I'm just sending you a message in case you missed my last one.  If you've already seen my message and it's still on your to-do list, you can ignore this!  — ''''''/''''''",0,0.0448
247828349.59672.59672,"I'd think tropical cyclones below hurricane strength, which produce no impacts on land or sea would fit this category, should it be used.  Any impact would jump a system up to low or mid, depending upon magnitude.   ","How about this. Very low for storms that don't make landfal, and low for all storms that make landfall and do little-none damage  '''H'''urricane Season",0,0.0374
247898296.40822.40822,"No, I'm requesting that someone knowledgeable about making these sorts of tables as done here and at SingStar with the Karaoke Revolution page.  I can help add sources, but I'm not really good with tables.  ''''",Doesn't make as much sense here.  Content is released across all regions simulatenously (unless noted) and there's no point in breaking songs up by artist's country of origin as that's not a fact given by the game and would be OR. ,0,0.015400000000000002
247959379.34705.34705,It seems to me that the largest serious critical analysis of the book *should* get most of the space of the criticism section.  ,"The stuff from Norberg is way too long. It's one person from a libertarian think-tank, he shouldn't be given almost half of the ""Critical response"" section. I can trim it, but it might make more sense if someone else picked out what they thought were the gems (and remove POV terms like ""more thorough""). /",0,0.0439
247987532.2648.2648,Never - simply something that needs to be not left in the egg beater lest the rottweilers get hungry - which reminds me the story about... anyways cheers for the mo ) ,I hope it is not to renew my geographically challenged award! ,0,0.4397
248045368.8468.8468,"um.. If i rememeber the content was somthing like: ""Sam Lachowitzer is a resident of georgia"", what part of it was a PA? I don't seem to recall a PA please refresh my memory, thanks ",''' Blanchardb''' -••- timed,0,0.1042
248050291.47195.47195,"Just an observation, but is adding length to the section a good idea, since one of the concerns with it in the first place wasWP:Weight?  ","Noting the examples that JG provided - and in keeping with ASF, I've tweaked the lead to allude to the content presented within the article, borrowing from the Kennedy article's lead the most (as the Pearl Harbor article only contained a ''See Also'' subarticle). I think it strikes a fair balance. -  ",0,0.0364
248067757.19191.19191,A name change has been discussed multiple times on these pages - see the archives. (DF above should know this as he has contributed to these earlier discussions.) No consensus has been established for a better name.  ,"Whether they are accidents, collisions, incidents, or crashes, they certainly do not all involve ''cars'', or even necessarily motor vehicles at all.  The name should certainly not specify a vehicle type.  How about something like '''Road traffic collision''' or '''Road traffic crash'''?   .",0,0.0882
248144851.37389.37389,I'm afraid we can't use the images made by Philippine government to illustrate living people here on Wikipedia. There is a provision on the Philippine copyright law that one must secure permission from the agency so that the work can be used commercially. That makes the images non-free by Wikipedia standards. We can still use them under fair use guidelines but not to illustrate a living person. ,"Hi, just wondering if we can use the pictures of Philippine senators in this site: http://www.senate.gov.ph/senators/sen14th.asp? The articles for the majority of Philippine senators don't have any picture and it would be great if we can use the pics in the site. By the way it's an official Philippine government site. ",0,0.06010000000000001
248197146.5541.5541,"And yes, you are right, you never said my request was unreasonable.  When you didn't react to my previous comment I assumed you had ignored it and took that as an answer.   If, as is likely, you simply didn't see it then I apologize. ",I never said it was unreasonable.  And I never said you couldn't do it yourself.  I do suggest you fix the article - if you're concerned.   ,0,0.0376
248257602.23191.23191,"And of course, for little stuff, it's usually okay to drop a note to any admins you know are online and willing to deal with that particular sort of problem.  You know I'm always happy to block vandals, edit-warriors, and obvious sockpuppets, and that I hesitate to get involved with image use policy because it scares me. ",Overkill it is then!  I'll assail ANI with all my problems hence forth     (c) (rules - simple rules),0,0.3469
248311967.11507.11507," Hah!  Searching for ""ghyslain raza"" Google actually lists the wikipedia entry first.  So much for not putting his name in the article.  ",Please see the entire archive of this talk page for discussion on this issue.  ,0,0.12
248386300.525.525,Very little difference. It does slow the servers down a very small amount because it accesses the Reflist template through a redirect rather than directly. But when you maede the change you must have had thought Refs was different or better than Reflist so that's why I stopped by. ,"No, don't suppose it makes any difference to anything? ",0,0.0968
24842802.52337.52337,"well, i'm a geek, just not maladjusted.  but you're ok with me anyway. ","I, for one, am definitely a maladjusted geek.  ",0,0.239
248488562.19096.19096,"I just installed Twinkle... This makes everything so much faster and I don't have to install everything. I must say I'm quite pleased with this program. Thanks for letting me know about it! By the way though, does this only work in the MonoBook skin? I personally prefer (and tend to use) the Modern skin. ","I often use Twinkle more than Huggle nowadays, because it has a variety of options/tasks to perform instead of mainly using it to revert vandalism. There's more information to use it on the main page. How about giving it a try? If you feel more comfortable with Huggle, then that's okay; both are programmed to make an assortment of tasks to Wikipedia!  ",0,0.071
248502840.221952.221952,"Before we continue, please note that your quote is not anything I wrote here so please correct that misquote and we will continue. Thank you.  ","Not exactly.  ""I'm going to delete this sourced item because it disagrees with my own analysis"" is a violation of WP:NOR, even if it's an example of something going ''out'' of an article instead of going ''into'' an article.   ",0,0.0693
248561667.50014.50014," Ah...got it.
I am going to go ahead and withdraw the candidacy. It can go through another peer review and then be resubmitted. ","""Article namespace"" just means regular articles, as opposed to ""Talk:"", ""Image:"", ""User:"", ""User talk:"", etc. With proper rationales, you can (and should, if you want to go for FA status) incorporate fair use images. I'll get to work on the text. It may take a week. I'll do it section by section.—",0,0.045500000000000006
248612647.8424.8424,"I agree with you on that, the source is vague on the subject and even if it weren't, it is hardly relevant to the article.  ","My apologies for the NB son/grandson business. I was mistaken. However, you also reinserted a claim that the grandfather supported the fascist Independent State of Croatia. Be careful. The source does not say that. Someone else has taken that line out. Best,  ",0,0.08690000000000002
248809304.39373.39373,This list is actually more reliable than some internet-news used als reference all over here.  ,Not a reliable source!  ,0,0.0546
248825524.80931.80931,"So there's a difference between ''actual'' leaving date (unknown, WP:CRYSTAL) and ''reported intentional'' leaving date (fact).  The article ought to be clear about which it uses where!  ","Again, we're only repeating what the BBC has announced.  —  •  • ",0,0.042699999999999995
248920767.47481.47481,"I meant that from the Galilean principle of relativity you can retrieve the form of Lorentz transformation, but that principle doesn't tell you whether the term 1/''c''2 that appears is nonzero or not.  1987","As far as I can see, ""there either is a finite maximal speed or speeds can have any value at all"" isn't a consequence of Galileo's principle of relativity – it's just as trivially true as any other statement of the form ""A or not-A"".  ",0,0.0939
248996485.10348.10348,"It was alright, yours?  ",Thanks for the message and happy haloween to u too -  ,0,0.0673
249021257.4787.4787,"Yes, technically any particle or system that is 'bound'; nucleons, phonons, positronium, etc. will have quantized energy levels, and the transitions between these levels could be described as 'quantum leaps'.  ''''","Many standard quantum mechanics textbooks, such as Merzbacher, and Landau and Lifshitz, use the term ""electron"" for brevity and concreteness when referring to some quantum mechanical object, although they mention this explicitly in a footnote within the first few pages.",0,0.0584
249051273.24140.24140,"The user had just requested AWB access and was disregarding the ""advice"" from  (another admin). I felt it was important to make it very clear that going forward with this idea would lead to bad consequences.  "," Thanks CBM for the com, but I am aware of this , moreover I am NOT for the idea of having the template addition on all talk pages. I have gr8 respect for MZM, I just wanted him to know that it was a bit difficult for me to digest this comment of MZM to another wikipedian, who is not a vandal at all but just made a genuinie bot request    -",0,0.0322
249056939.829.829,"Raster=400*26*400*18, min square size=1 pixel, area=13.5057578125  ",No square is rendered smaller than 1 pixel.  When I ran the simulation with a minimum square size .0001 area=14.8469515625.  When raster size set to 150*26 by 200*18 area=14.219888888888889.  Clearly a much better simulation is needed to establish a proper result.  ,0,0.21919999999999998
